,comment,rate
365,2 kere çok rahat doldurulabiliyor gayet zarif ve şık duruyor,4
366,Çok çok iyi ı phone 6s imi ve tabletimi rahat 3-4 kere doldurabiliyor,5
367,İşimizi görüyor küçük kullanışlı teşekkür ederiz,5
368,"Aynen tarif edildiği gibi, başarılı ve şık bir ürün ayrıca gayet ince ve kullanışlı bir boyutu var",5
369,F/P ürünü ağır değil kablosu kısa fena değil yani,4
370,Cihazdan gayet memnunum ancak ara kablosu bir haftada bozuldu temassızlık var telefonu şarj edemedikten sonra cihazın çok iyi olmasının hiçbir anlamı yok,3
371,Güzel sevdim fakat aparat hızlı doldurmuyor kendi şarj kablomu kullanıyorum,4
372,"gayet güzel, alın derim.",4
373,ürün çok güzel boyutunda gayet uygun,5
374,Mğkemmel ürün kesinlikle tavsiye ederim,5
375,Anneme aldık. 2 gündür kullanıyoruz. Çok memnunuz. Kendimize de alacağız.,5
376,Çok memnunum teşekkürler,5
377,Güzel alınır çok işe yarıyor,5
378,çok memnunum gayet kullanışlı,5
379,Tesekkurler,5
380,Ürün güzel zarif telefonumun pil gücü yaklaşık 3500 4000 iki defa çok rahat şarj ediyor fiyatına göre çok rahat tercih edilir,5
381,ürün güzel 3 telefonu şarj edebiliyor. parasına göre  gayet iyi. tavsiye ediyorum.,4
382,ürünü çok beğendim.4kez net sarj. tavsiye ediyorum.indirimden aldım.iyi ki de almışım.,5
383,Hem uygun fiyatlı hemde 2-3 kez şarj özelligine sAhip mükemmel bir ürün,5
384,Fiyatına göre güzel ve şık 3-4 defa şarj edebiliyor,5
385,Ürün hem uygun fiyatlı hemde kaliteli tek sefer üç dört sefer şarjı dolduruyor,5
386,urun kaliteli ve kullanışlı ama az büyük,5
387,Çok rahat bir şey ya kesin alın aldırın,5
388,"ürün gayet kullanışlı. ama yorumlara göre biraz ağır. rengi şık, kasası güzel tavsiye ederim",4
389,başarılı ürün fiyatına göre iyi,5
390,güzel ürün fiyatına göre çok çok iyi performans 👍🏻,5
391,bu fiyata bu kalite harika,4
392,"Fiyatına göre iyi bir mal,hızlı kargo teşekkürler",5
393,Bu fiyata harika,5
394,güzel ürün indirim de aldimm,5
395,Fiyat performans ürünü,5
396,Çok ağır bir ürün. Dokunuldugu anda el izi oluyor sürekli. Ilk geldiğinde full şarj ettim kendisini ama hiç olmamasindan iyidir.,2
397,Şarj olması uzun sürüyor ama boyutu ve ağırlığı gayet uygun. Taşıması kolay ve kibar duruyor.,5
398,En az 4 tam şarj ediyor. Çok iyi. Sorunsuz geldi. 1 senedir kullanıyorum hiçbir sorun yaşamadım,5
399,"Kaliteli, hızlı şarj ediyor, çantada taşınabilir,  hızlı teslimat, tereddüt ederek almama rağmen çok memnun kaldım.",5
400,güzel ürün ve kargolama,5
401,Müthiş müthiiiişşş,5
402,Çok iyi ve çöküşün dayanıyor,5
403,şimdilik gayet iyi,4
404,kullanışlı.guzel,4
405,Güzel ürün,5
406,bu da baya iyi,5
407,Gayet kaliteli bir ürün beğenildi 👍,4
408,Mükemmel bir ürün tavsiye ederim herkesse,5
409,kesinlikle çok iyi bir ürün. tavsiye edereim,5
410,mükemmel ötesi,4
411,Kaiıteli ve kullanıslı,4
412,uygun ve güzel,5
413,cok memnun kaldim tesekkurler,5
414,Kaliteli fp ürünü,5
415,Ürün güzel kısa sürede şarj ediyor,4
416,Biraz geç geldi ama baya memnun kaldım boyut olurakta gayet zarif ve şık duruyor. tavsiye ederim,5
417,kargo biraz yavaştı ama bunun sizle bi ilgisi yok☺ ürün elime yeni ulaştı. Boyutu aşırı küçük de değil çok büyükte değil ama daha küçük bekliyordum ben. ağırlığı da diğerlerine göre fazla gibi. Şimdi telefonum u taktım henüz kullandım sayılmaz. Kullanınca da değerlendiririm😁kullanmadım ama görünüşü kaliteli duruyor👍,5
418,çok kullanişlı bir powebank biraz büyük ama benim icin sorun olmadı tek seferde 2 bucuk defa sarj ediyor telefonumu cok memnunum,5
419,Kendisini biraz geç şarj etse de telefonları iyi hızda şarj ediyor. Güzel kullanışlı ve görüntülü bir ürün. Teşekkürler.,4
420,kullandiklarim arasinda en iyisi bu.,5
421,Ürün oldukça kaliteli ve en önemlisi gerçek manada hızlı şarj ediyor.Doğru karar verdiğimi düşünüyorum.Öneririm.Bu arada sorunsuz bir alışveriş olduğunu belirtmeliyim.,5
422,tavsiye ederim çok kaliteli,5
423,gayet güzel kaliteli,5
424,İdare eder,3
425,Çok iyi.bir ürün  gönül rahatlığıyla alabilirsiniz,5
426,gercekten cok sevdim kesinlikle alinmali,5
427,Kaliteli bir ürün ihtiyacınız varsa alabilirsiniz,5
428,Güzel bir ürün,3
429,Hediye olarak ikinci alışım güzel . Tavsiye 👍🏻,4
430,Güzel ürün tavsiye ediyorum,2
431,Çok güzel,5
432,çok kaliteli ve guzel beğendik,5
433,başarılı satıcı. tavsiye ederim ürünü.,5
434,cok iyi güvenerek alabilirsiniz,4
435,tam anlamıyla muhteşem,5
436,Hediye olarak aldım kullanışlı,5
437,Kırmızısını kendime siyahını nişanlıma aldım gerçekten iş görüyor ve kaliteli belki boyutu biraz büyük gelebilir ama her koşulda ideal,5
438,Halen kullanıyorum performans olarak çok iyi,4
439,Çok memnunum fotoğraf ödevlerimi çekmeye gittiğimde yanımda bunun olması hayat kurtarıcı,5
440,İyi güzel mis,5
441,"Memnun kaldım, tavsiye ederim.",4
442,4 kez fullüyor telefonu güzel ürün,4
443,COK GUZEL TEŞEKKÜR EDERİM,4
444,güzel ürün,5
445,Güzel kaliteli ürün,5
446,Ürün güzel ama Beklediğim kadar çok iyi değil ve ağır biraz,3
447,Verry goodddd,5
448,Çok güzel  beğendim,5
449,memnun kaldım güzel bir ürün,5
450,berbat kullanamadım kalitesiz bozuldu bile.,1
451,Çok güzel ürün,5
452,Guzell cok iyi,5
453,Çok güzel ürün memnunum,5
454,Çok beğendim sürekli kullaniyorum,5
455,iş görür fena değil,5
456,Efsane bir ürün. Diğer markalara göre hem baya uygun. Hem çok hızlı şarj ediyor . Baya begendim.,5
457,Düşünmeden alın memnunum,5
458,şimdilik güzel gözüküyor,5
459,Çok hoş yararlı Bi ürün tavsiye ediyorum,5
460,Güzel bir ürün,4
461,Gayet memnunum,4
462,Mükemmel sürekli kullanıyorum,5
463,Çok beğendim,5
464,Gerçekten çok güzel,5
465,Çok uygundu,4
466,Harika ürün,5
467,Ürün kalitelisi iyi kullanışlı çok başarılı,5
468,Kullanışlı güzel,5
469,Kaliteli ürün.,5
470,çok güzel bir ürün,5
471,Ürün gayet güzel,5
472,idare eder,5
473,çok güzel ürün saglam,4
474,güzel ürün ama 10000 mah olduğunu pek dusunmuyorum,4
475,uygun ve kaliteli.,5
476,Satın aldığım pawer sandığımdan iyi çıktı teşekkür ediyorum..,5
477,ürün süper tereddütsüz alabilirsiniz çok memnun kaldım,5
478,gayet güzel,4
479,Güzel beğendim,5
480,Ürün çok başarılı,5
481,kaliteli bir ürün,5
482,Gayet güzel tavsiye ederim,5
483,çok iyi beyendin,5
484,Kullanılabilir Tavsiye ederim,5
485,Zarif güzel.  Kardeşime aldığım için kullanamadım.,5
486,güzel ürün,5
487,Şarjı çok iyi gidiyo maşallah,4
488,3-4 kez şarj ediyor şimdilik iyi bakalım,4
489,"arkadasima hediye aldim, gayet memnun.",5
490,indirimdeyken aldım. Gayet memnunum. Teşekkürler trendyol ✋,5
491,Denedik sağlam geldi,5
492,Beğenmedim,1
493,Ürün göründüğü gibi büyük değil kibar ve kullanışlı,5
494,Ürün sapsağlqm elime ulaşdı teşekkürler Nethouse,5
495,Çok güzel beğendm,4
496,Şimdilik iyi,5
497,fena değil,4
498,Gayet güzel memnun kaldım,5
499,çok iyi iş görüyor sağlam,5
500,Pek beğenmedim,3
501,paketlemesi güzel. hediye olduğu için çalışıp çalışmadığını kontrol edemedim umarım sıkıntı yoktur.,4
502,Şuanlık güzel herhangi bir problem yaşamadım kutusu ile geldi,4
503,Ürün çok iyi 3 kere full dolduruyor telefonu memnun kaldım,5
504,güzel ürün fp ürünü,5
505,teşekkürler,5
506,Güzel bir ürün.,5
507,Çok güzel,5
508,İşimizi fazlasıyla görebilen bir ürün,5
509,Çok beğendim çok kullanişli bir ürün.,5
510,çok araştırmadan aldım daha uygun fiyatlara daha iyi ürünler alınabilir,5
511,halen kullanıyorum isime gerçekten yarıyor kalite idare eder,4
512,Kullanışlı,5
513,2 kere fulleniyor telefon,4
514,Gayet iyi işe yarar bi ürün bi sıkıntı görmedim,4
515,Gayet güzel ve kullanışlı.,5
516,Güzel ürün,4
517,Ürün çok mükemmel teşekkür ederim,5
518,gayet dayanıklı,5
519,alın aldırın aylardır kullanıyorum,5
520,Fiyatına göre gayet uygun ve sağlam,5
521,Fiyata göre kullanışlı güzel,5
522,fiyatına göre iyi,5
523,"Fiyatı gayet uygun, iPhone 5s i 3,5 kez şarj ediyor, hafif malzeme hissiyatı güzel iPhone 6 dan 2-3 mm enine ve boyuna küçük ebatta.",5
524,Kaçırmadan alın bence ne bekliyorsunuz. İnce zarif ve 4 aydır kullanıyorum hala aynı performans,5
525,iyi urun...,4
526,Beklediğimden daha da iyi.,4
527,Ürün çok güzel çok kaliteli,5
528,Ürün on binlik xaomi bataryaya rakip olabilir. Memnun kaldım.,5
529,Çok iyi çok kaliteli,5
530,Ben beğendim.,5
531,Kaliteli bir ürün,5
532,guzel bi ürün,5
533,Harika memnun kaldık,4
534,ideal bi ürün,4
535,İyi bir ürün,5
536,10 numara 5 yıldız,5
537,sakın kaçırmayın,4
538,Fena değil,4
539,Mükemmel bayıldım kesınlikle alın derim 🌝,5
540,sevdik kendisini,5
541,Bayıldım gerçekten kaliteli diyebilirim,5
542,Beklediğim kalitede geldiği için tavsiye ederim,5
543,güzel ürün,5
544,ürün kalite süper herkese tavsiye ederim,5
545,güzel performanslı ürün,5
546,Çok başarılı ve uygun.,5
547,Kaliteli ve sağlam Bi ürün,5
548,Gayet iyi teşekkürler,5
549,Harika bir şey kesinlikle tavsiye ederim,5
550,harika şuanlik sıkıntısı yok gayet temiz ürün,5
551,Çok güzel harika bir alet,5
552,Çok memnunuz👌🏻👌🏻👌🏻,5
553,Süper ürün hala kullanıyorum,5
554,İyi tavseye ederim,5
555,Çok kaliteli,5
556,kullandığım en güzel power bank,5
557,Gayet kaliteli aşırı memnunum,5
558,Güzel performans,5
559,nice thank you,5
560,Tavsiye ederim 👌,4
561,Ben çok beğendim iyki almışımmmm,5
562,başarılı ürün,5
563,Güzel ama sağlam değil gibi,4
564,ben cok beyendim,5
565,ürün gayet sık  ve kaliteli .,5
566,Harika bir batarya kesinlikle şiddetle tavsiyemdir.,5
567,Kaliteli cihaz,4
568,güzel ürün beğendim,5
569,çok memnunum,5
570,cok guzel cok sık ve kaliteli bayildim,5
571,Aşırı kaliteli bir ürün,5
572,Gayet guzel.memnunum,4
573,Süper brom,5
574,Ürün aynen göründüğü gibi geldi,5
575,gayet güzel,5
576,Mükemmel :))),5
577,Henüz kullanmadım fakat yorumlara aldanıp aldım insallah guzeldi,4
578,Kaliteli bir ürün,5
579,Performansı çok iyi,5
580,çok kaliteli gayet kullanışlı,5
581,Güzel bir ürün.,4
582,Kullanışlı ve kaliteli,5
583,Şuan için iyi,3
584,Memnun kaldık,5
585,Gayet memnun kaldım,5
586,Gayet güzel bi ürün❤️,5
587,Kaliteli bir ürün tavsiye ederim,5
588,İphone 7 plusı 3 kere şarj ediyor rahatça. Gayet kaliteli. Yanında sadece android uyumlu küçücük bir kablo göndermişler ama kendi şarj aletimin kablosunu kullanabiliyorum.,5
589,Aşırı kullanışlı ve kurtarıcı,5
590,Gayet güzel 5 kere doldurdu,5
591,Çok çok iyi,5
592,beğendimm 👍🏻👍🏻👍🏻,5
593,"Çok kullanışlı bir ürün, ayrıca boyutu da çok büyük değil kolaylıkla taşınılabilir :)",5
594,Cok güzel kaliteli bir ürün sadece biraz ağır daha hafif olabilirdi,5
595,güzel ama biraz ağır tavsiye ederim,5
596,Makina herkes alsın,5
597,Yıllardır kullanıyorum tavsiye ederim,5
598,işimi görüyor teşekkürler,5
599,"Uzun uzun gidiyor şarjı! Uygun fiyat, teşekkürler.",5
600,"düşünmeden alın, ağırlığı bi telefon kadar ,çok da hoş duruyor",5
601,Bayıldım alınmalı kesinlikle,5
602,çok güzel kullanışlı telefonumu 2 3 kere full yapıyor,5
603,uzun süre gidiyor şarjı,5
604,Rengi kalitesi çok iyi tavsiyr ederim markalara gidip 100 200 tl vermenize gerek yok,5
605,Şimdilik memnunuz. Umarım uzun süre kullanırız. Beğendik,4
606,Çok güzel herkese tavsiye ederim,5
607,gayet güzel bir ürün tavsiye ederim,5
608,çook beğendık,5
609,Tavsiye ederim,5
610,göründüğü gibi,4
611,kotu kotu kotu,1
612,Çok beğendim,5
613,evet tam istediğimiz gibiydi,5
614,İdare eder güzel,4
615,çok memnunum,5
616,Ürün harika aylardır aktif kullanıyorum hiçbir sıkıntı yaratmadı şiddetle tavsiye ediyorum,5
617,kaliteli,4
618,Kullanışlı ve iyi,5
619,Çok iyi bir ürün asla yarı yolda bırakmıyor,5
620,çok güzel di teşekkürler,5
621,"kullanıyorum bir süredir, beğeniyorum",5
622,Ürün gayet kaliteli göründüğü gibi geldi.,5
623,Çok beğendim,5
624,Çok güzel.,5
625,ihtiyacımızı karşılıyor tam istediğimiz gibi,5
626,uzun ömürlü kaliteli bi ürün,4
627,çok güzel sağlam dışı çok güzel iki telefonu aynı anca oynanırken %100 yapabiliyor,5
628,cok guzel bir urun,5
629,Bence tereddüt etmeden alabilirsiniz gayet güzel ürün tşk👏🏼,5
630,İhtiyacı karsılaıd güzel,5
631,Performas süper,4
632,Çok iyi ürün teşekkürler,5
633,Ürünü uzun zamandır kullanıyorum sorunsuz çalışıyor başarılı bir ürün yorumlara bakarak aldım pişman olmadım...,4
634,Gayet güzel bir ürün,4
635,Denedim kullandım ürün gayet güzel.,5
636,10 NUMARA,5
637,Güzel bir ürün bekledimi karşılıyor,5
638,Kaliteli dayanıklı,5
639,Gayet güzel bir ürün,5
640,harika bir ürün herkeze tavsiye ederim,5
641,Benim telefonumu en az 2 kere tam dolduruyor ben çok memnunum,5
642,Çok güzel bir ürün 2.yi almayıda düşünüyorum :),5
643,Ürün çok iyi,4
644,Ürünü çok beğendik tavsiye ederim,5
645,kaliteli duruyor,5
646,güzel ürün,5
647,çok memnun kaldım. iyiki almışım,5
648,Efsanee birşey,5
649,Kullanışlı güzel 👍,4
650,Beğendim ❤️🙏🏻,5
651,Başarılı ürün,5
652,Gayet düzgün ve  uzun ömürlü,4
653,gayet güzel teşekkürler,5
654,tavsiye ederim 🖒🖒,5
655,Güzel ürün,5
656,güzel ürün memnun kaldım,5
657,Çok başarılı kesinlikle tavsiye ederim.,5
658,Kullanışlı ve güzel,5
659,tavsiye ederim,5
660,Hayat kurtarıcı 👍🏻👍🏻👍🏻,5
661,Güzel ürün alabilirsiniz,5
662,Gayet güzel ve kullanışlı,5
663,Çok güzel 👍🏻,5
664,Güzel bir ürün,5
665,Kaliteli bi ürün,5
666,3/4 fulleme yapıyor,4
667,çok güzel uzun süre dayanıyor,5
668,Ürün çok kaliteli bence hele ki fiyatına göre,5
669,Gayet guzel ve kullanisli,5
670,hızlı ve güvenilir,5
671,İyi bir ürün ertesi gün hemen elime ulaştı,5
672,guzel urun,5
673,ürün şık ve küçük,4
674,Cok güzel bir ürün cok memnun kaldık,5
675,çok iyi tavsiye ederim,5
676,çok memnunum,5
677,ürün Uygun ve göründüğü gibi memnun kaldım.,5
678,çok iyii bir ürün,5
679,İdeal bi ürün,3
680,Çok memnunum 👍🏻,5
681,2 aydır kullanıyorum gayet başarılı bi ürün.,5
682,iyi güzel bı ürun,5
683,ürün gayet güzel tavsiye ederim,5
684,Gayet güzel,5
685,Beğendim.İyiydi.,5
686,mükemmel çok güzel bir ürün güzel,5
687,Gayet güzel,5
688,Ürün başarılı,5
689,İşe yarıyor,3
690,Muhteşem bir şey,4
691,çok iyi bir ürün,4
692,Süper tavsiye ederim,5
693,kaliteli ürün,5
694,.başarılı ürün,5
695,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,5
696,kaliteli tavsiye ederim,5
697,Ürün gayet kullanışlı memnunum,5
698,ürün güzel.is görür.tavsiye ederim.,4
699,gayet güzel,5
700,kaliteli iyi kullanıyor um,5
701,şuanda kullanıyorum harika,5
702,guzel urun,5
703,Süper ürün güzel,5
704,çok beğendim,4
705,çok begendim,5
706,göründüğü gibi geldi çok memnunum,4
707,Gayet başarılı,5
708,İdare eder ...ne kadar dayanır bilemiyorum,3
709,çok şık bir ürün çok teşekkür ederim severek kullanıyorum,5
710,ürün güzel,5
711,fena değil. uygun,3
712,cok memnunum.,5
713,Çok memnunum hayatımı kurtardı:),5
714,Harika bir ürün,5
715,çok memnunum tavsiye ederim 👍,5
716,güzel urun beğendim,4
717,Çok memnun kaldım. Tavsiye ederim👌,5
718,İdare eder,4
719,Baya iş görüyo,5
720,Çok işime yaradı süper bir ürün,5
721,Beğendim memnun kaldım,5
722,mükemmel bişe beklemeyin ama guzel,3
723,Güzeldi.   ....,5
724,cokk beğendim kesinlikle tavsiye ederim..,5
725,gayet güzel bir ürün 👍,5
726,Ürün idare eder,3
727,gayet iyi öneriyorum,4
728,Hala kullanıyorum çok kaliteli,5
729,Ürün gayet güzel teşekkürler,5
730,Çok iyi bişey beklemeyin.,3
731,Şık ve güzel bir görünüşü var,5
732,İyi güzel,4
733,memnun kaldım gayet başarılı ürün ve mağaza,5
734,çok kullanışlı kaliteli beğendim,5
735,Şık bir tasarıma sahip başarılı bir ürün.,4
736,Güzel begendim,5
737,Super teşekkürler,5
738,güzel ürün memnunum,5
739,super bir urun,5
740,hiç düşünmeden alın görsel olarak da çok iyi teşekkür ederim,5
741,"çok güzel, teşekkürler",5
742,ürünü daha deperlendirmedim ama fiziksel olarak hiçbir sıkıntısı yok.,5
743,Çok güzel bir ürün,5
744,güzel ürün.,5
745,Çok güzel,5
746,gayet güzel gerçekten beğendim,5
747,gayet güzel,5
748,"Begendim, iyi.",4
749,Kaliteli bir ürün.,5
750,ürün başarılı memnum kaldım,5
751,iyi ürün,5
752,Çok iyi tavsiye ederim,5
753,Çok kısa sürede elime ulaştı.Gayet kaliteli bir ürün.Tavsiye ederim.,5
754,teşekkürler,4
755,şimdilik iyi,5
756,Buram buram kalite.,5
757,Ürün güzel gayet iyi,5
758,Tavsiye edilir,5
759,Güzel bi ürün,4
760,Çok memnunum gayet iyi,5
761,Çok güzel kaliteli,5
762,ürün iyi görünüyor,5
763,Harika bir ürün bayıldım,5
764,cok memnun kaldık,5
765,Çok memnun kaldım mükemmel kusursuz,5
766,"ürün harika, her kese tavsiye ediyorum",5
767,Güzel ürün tavsiye ederim,5
768,Harika çok teşekkür ederim 👏👏,5
769,Guzel urun..,5
770,Kesinlikle alınması gereken bir ürün,5
771,aşırı memnun kaldığım bir powerbank. bilindik markaların pb lerinide kullandım ama bu daha başarılı geldi bana.,5
772,Süper çok beğendim,4
773,Gerçekten kaliteli bir ürün :),5
774,Çok kaliteli bir ürün pişman olmazsınız.,5
775,Guzelllllll uruunnnn,5
776,şimdilik kurtarıcı,4
777,Çok memnunum uzun süreli gidiyor 6s 4kere dolduruyor,5
778,Çok iyii! Hayat kurtarır,5
779,Ürün tam beklediğim gibi..,5
780,Gayet güzel. Beklediğimden iyi geldi,5
781,kaliteli iyi ürün,5
782,Güzel bir ürün,5
783,Beğendim iyiki de almışım,5
784,Harika bir ürünnn,5
785,Süper kalite,5
786,Beğendim..,5
787,Güzel şiddetle tavsiye ederim 😋😋,5
788,güzel kullanışlı sağlam 0n numara 5 yıldız,5
789,normal idare eder,3
790,kaliteli ürün 👌,5
791,cok kaliteli ve guzel,5
792,çok iyi tavsiye ederim,5
793,Ürünü beğendim,4
794,Fotoğraftaki gibi ama biraz ağır,5
795,Gayet iyi tavsiye ediyorum,4
796,Başarılı bir ürün,5
797,İdare eder,1
798,Harika bir ürün,5
799,idara eder,1
800,çok begendım sıkıntısız bir ürün,5
801,İş görüyor.,5
802,Cok iyi suan,5
803,"Gayet güzel, tavsiyemdir 👍🏻",4
804,Kullanıyorum henüz.,4
